Player Name,Team,Conference,Position Profile,Review Date,Video Type,Video Source,Video Score,Overall Video Rating,Video Grade,Status,Recommendation,Quantitative Match,Technical Ability,Tactical Awareness,Decision Making,Physical Attributes,Work Rate,Communication,Leadership,Composure,Key Observations,Strengths Identified,Weaknesses Identified,Red Flags,Additional Notes,Created At
Fern Halewood,Wisconsin,Big Ten,Center Back,2025-09-23,Full Match,Club Provided,7.1,6.7,C,In Progress,Continue Tracking,Mixed signals,6.5,7.6,5.8,7.3,6.3,6.0,5.7,6.4,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Saffron Farreach,Clemson,ACC,Attacking Midfielder,2025-09-23,Defensive Reel,Club Provided,8.2,7.9,B,Archived,Pass,Weak match,9.0,7.8,8.0,7.7,7.2,7.3,8.2,7.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Petra Westcombe,Houston,Big 12,Winger,2025-09-21,Set Piece Compilation,YouTube,7.2,7.1,C,Reviewed,Watch Next Season,Strong match,8.2,6.7,7.4,7.6,7.2,6.6,6.9,6.5,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Seraphina Brackenfeld,Michigan,Big Ten,Attacking Midfielder,2025-09-21,Skills Showcase,Hudl,6.3,5.9,D,In Progress,Sign Now,Not assessed,7.4,5.4,6.1,5.1,6.1,6.0,5.2,5.7,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Onyx Daleforth,Clemson,ACC,Centre Midfielder,2025-09-21,Highlights,Hudl,7.8,7.4,C,In Progress,Watch Next Season,Weak match,6.9,6.9,7.6,6.5,8.0,6.8,7.1,7.4,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Beatrix Caelum,Duke,ACC,Attacking Midfielder,2025-09-21,Set Piece Compilation,Club Provided,6.5,6.3,D,Archived,Sign Now,Not assessed,7.5,6.3,6.1,5.3,6.3,5.5,7.0,6.1,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Zephyrine Stormhaven,Virginia Tech,ACC,Winger,2025-09-21,Highlights,Conference Network,8.1,7.7,B,Archived,Sign Now,Weak match,8.1,7.7,7.4,9.2,7.7,7.5,7.4,7.8,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Briar Pennygrove,Kentucky,SEC,Centre Midfielder,2025-09-20,Possession Phases,Wyscout,7.6,7.7,B,Reviewed,Pass,Weak match,7.5,7.4,8.2,8.1,9.1,7.4,7.9,7.7,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Caspia Cloudvane,Georgia,SEC,Centre Midfielder,2025-09-20,Set Piece Compilation,Conference Network,7.7,7.5,B,In Progress,Continue Tracking,Not assessed,6.5,6.7,7.8,6.7,8.1,7.7,6.9,7.5,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Dalia Aldercroft,Arkansas,SEC,Center Back,2025-09-18,Full Match,Coach Submitted,5.6,6.0,D,Archived,Continue Tracking,Strong match,5.1,6.6,5.7,7.1,6.2,5.7,5.6,6.4,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Petra Yarrowfen,Louisville,ACC,Center Back,2025-09-18,Defensive Reel,Wyscout,7.0,6.7,C,Reviewed,Pass,Strong match,6.8,7.6,5.8,7.3,6.9,7.2,6.7,7.3,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Wren Saltmarsh,Kansas,Big 12,Centre Midfielder,2025-09-17,Highlights,YouTube,6.7,6.7,C,Archived,Pass,Not assessed,7.3,5.8,7.7,6.0,7.7,7.0,7.1,7.4,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Fern Lindenmark,Oklahoma State,Big 12,Center Back,2025-09-16,Possession Phases,Conference Network,6.4,6.4,D,In Progress,Pass,Weak match,5.7,6.2,6.1,7.0,5.3,5.8,6.0,7.1,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Indigo Aldercroft,Florida,SEC,Center Back,2025-09-15,Set Piece Compilation,Conference Network,6.0,5.6,D,Archived,Watch Next Season,Strong match,5.7,7.0,5.0,5.7,5.7,5.2,5.9,6.3,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Petra Silverlin,Arkansas,SEC,Attacking Midfielder,2025-09-13,Attacking Reel,YouTube,6.0,6.1,D,Archived,Sign Now,Mixed signals,6.9,5.4,6.8,5.8,6.2,5.4,6.1,6.6,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Opal Inglewood,Maryland,Big Ten,Attacking Midfielder,2025-09-12,Set Piece Compilation,Wyscout,5.8,5.4,F,Archived,Pass,Mixed signals,7.0,5.4,5.6,5.3,5.4,6.2,5.3,5.2,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Rhea Ashfen,Ohio State,Big Ten,Attacking Midfielder,2025-09-11,Full Match,Conference Network,6.2,6.3,D,Reviewed - Pending Discussion,Continue Tracking,Mixed signals,7.8,5.7,6.3,5.6,6.1,6.7,5.8,6.0,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Margaux Quillane,Rutgers,Big Ten,Centre Midfielder,2025-09-10,Full Match,Conference Network,8.1,8.1,B,In Progress,Watch Next Season,Weak match,7.4,8.0,8.8,8.1,9.6,7.9,7.8,8.2,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Zephyrine Drystan,Penn State,Big Ten,Winger,2025-09-10,Skills Showcase,Hudl,5.7,6.0,D,Archived,Watch Next Season,Strong match,6.4,5.5,5.9,6.5,6.2,5.1,6.1,4.7,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Lyra Hartmere,North Carolina,ACC,Centre Midfielder,2025-09-10,Possession Phases,Conference Network,6.3,6.0,D,In Progress,Pass,Weak match,5.6,5.7,5.9,5.9,5.8,6.4,5.1,5.3,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Sage Willowbrook,Syracuse,ACC,Winger,2025-09-10,Set Piece Compilation,Coach Submitted,7.6,7.9,B,Reviewed - Pending Discussion,Sign Now,Strong match,8.8,7.5,7.7,8.4,8.4,7.5,7.5,6.8,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Linnea Brackenfeld,Clemson,ACC,Centre Midfielder,2025-09-09,Possession Phases,YouTube,6.1,5.8,D,Reviewed - Pending Discussion,Sign Now,Mixed signals,5.2,6.5,6.7,5.0,5.9,5.7,5.6,6.4,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #3. Sample taken from Conference Cup.,2026-05-10 18:12:11
Romy Coldfen,North Carolina,ACC,Center Back,2025-09-08,Highlights,Wyscout,5.8,5.6,D,In Progress,Continue Tracking,Weak match,6.2,6.0,5.4,5.8,6.2,5.8,5.0,6.2,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Maeve Cloudvane,Florida State,ACC,Center Back,2025-09-08,Set Piece Compilation,Coach Submitted,7.1,6.8,C,Archived,Sign Now,Mixed signals,6.5,7.0,7.0,7.1,6.3,6.1,6.9,7.4,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Sorrel Reedmoor,Georgia,SEC,Attacking Midfielder,2025-09-07,Possession Phases,Club Provided,7.3,7.0,C,In Progress,Continue Tracking,Weak match,7.5,6.6,6.7,6.4,6.3,7.4,6.1,6.5,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Sorrel Westcombe,Virginia Tech,ACC,Center Back,2025-09-07,Highlights,Coach Submitted,6.8,6.9,C,Archived,Watch Next Season,Strong match,6.6,8.0,7.1,7.3,6.2,6.6,6.7,7.5,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Rhea Brindlewood,Alabama,SEC,Attacking Midfielder,2025-09-07,Possession Phases,Hudl,7.7,7.2,C,Reviewed - Pending Discussion,Sign Now,Strong match,8.2,7.0,6.9,7.3,6.5,6.1,7.6,7.6,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Thora Frostvale,BYU,Big 12,Center Back,2025-09-05,Skills Showcase,YouTube,7.9,7.6,B,Archived,Pass,Strong match,7.3,8.8,7.2,7.6,7.3,6.8,6.4,7.9,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Sage Mosseridge,BYU,Big 12,Winger,2025-09-04,Skills Showcase,Wyscout,6.8,6.5,C,In Progress,Continue Tracking,Not assessed,7.3,5.7,6.2,6.8,7.5,6.5,6.2,6.6,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Clio Northwynd,Boston College,ACC,Centre Midfielder,2025-09-04,Full Match,Hudl,8.1,7.7,B,In Progress,Continue Tracking,Weak match,7.0,7.0,8.6,7.0,8.6,8.6,7.6,7.8,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Senna Featherwyn,Georgia,SEC,Winger,2025-09-03,Highlights,Coach Submitted,6.5,6.4,D,Reviewed,Pass,Strong match,7.7,6.6,6.6,7.6,6.2,5.8,6.0,6.7,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Phaedra Brackenfeld,Wisconsin,Big Ten,Centre Midfielder,2025-09-03,Full Match,Club Provided,8.0,7.8,B,Reviewed - Pending Discussion,Watch Next Season,Weak match,7.3,7.6,8.0,7.3,7.8,8.0,6.6,8.1,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Marlowe Brackenfeld,Texas A&M,SEC,Winger,2025-09-03,Set Piece Compilation,Conference Network,6.1,6.4,D,In Progress,Watch Next Season,Not assessed,7.5,6.1,5.6,7.5,6.8,6.0,5.8,5.2,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #3. Sample taken from NCAA league play.,2026-05-10 18:12:11
Senna Kestrelin,USC,Big Ten,Center Back,2025-09-02,Skills Showcase,Wyscout,7.9,7.6,B,Archived,Continue Tracking,Not assessed,6.2,8.5,7.8,7.3,7.9,7.3,7.3,8.5,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Indigo Juniperwen,Michigan,Big Ten,Winger,2025-09-02,Possession Phases,Club Provided,6.1,6.3,D,In Progress,Continue Tracking,Not assessed,6.3,6.2,5.3,6.4,7.2,6.6,5.3,5.0,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,Tracking minor knee discomfort - monitor in next clip set.,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Tabitha Vellichor,Florida,SEC,Centre Midfielder,2025-09-02,Skills Showcase,YouTube,8.3,8.3,B,In Progress,Continue Tracking,Mixed signals,8.6,8.3,8.4,7.3,9.0,8.4,7.6,9.0,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Petra Westcombe,Houston,Big 12,Winger,2025-09-01,Defensive Reel,Hudl,8.3,7.8,B,In Progress,Sign Now,Not assessed,7.7,7.1,7.9,7.7,7.6,7.5,7.8,7.3,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Echo Caelum,Notre Dame,ACC,Centre Midfielder,2025-08-30,Possession Phases,YouTube,7.5,7.6,B,Archived,Sign Now,Weak match,7.6,7.9,8.1,6.9,8.4,7.3,7.4,7.3,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Orla Willowbrook,Auburn,SEC,Winger,2025-08-30,Possession Phases,YouTube,6.1,5.7,D,Archived,Pass,Not assessed,6.1,5.9,5.8,6.0,5.3,5.7,6.3,5.8,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Ember Yarrowfen,Louisville,ACC,Attacking Midfielder,2025-08-29,Full Match,Conference Network,7.6,7.9,B,Reviewed,Pass,Strong match,8.1,8.0,8.1,7.1,7.7,7.9,6.7,7.5,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Elowen Briarwood,Georgia,SEC,Centre Midfielder,2025-08-28,Attacking Reel,Coach Submitted,7.1,7.0,C,In Progress,Continue Tracking,Not assessed,6.3,7.1,7.9,6.7,7.6,6.7,6.0,6.5,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Prudence Hartmere,Arkansas,SEC,Center Back,2025-08-27,Full Match,Club Provided,6.1,5.8,D,Reviewed - Pending Discussion,Continue Tracking,Mixed signals,5.2,6.2,5.4,6.9,5.3,5.0,5.1,6.1,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #2. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Thalia Aldercroft,Louisville,ACC,Winger,2025-08-26,Skills Showcase,Hudl,6.6,6.7,C,In Progress,Continue Tracking,Strong match,6.8,7.0,6.0,6.8,6.9,5.7,6.3,6.2,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Elara Quillane,North Carolina,ACC,Center Back,2025-08-23,Possession Phases,Conference Network,5.4,5.8,D,Reviewed,Pass,Not assessed,4.6,6.1,5.7,6.6,6.1,5.0,5.9,5.7,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Yara Valebrook,Louisville,ACC,Attacking Midfielder,2025-08-22,Skills Showcase,Coach Submitted,5.4,5.8,D,Archived,Watch Next Season,Weak match,7.3,6.0,6.6,5.0,5.3,6.6,5.7,6.2,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Persephone Beechmoor,Houston,Big 12,Winger,2025-08-22,Defensive Reel,Hudl,5.7,5.8,D,In Progress,Pass,Not assessed,6.9,5.5,5.5,5.8,6.8,5.6,5.9,6.1,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #2. Sample taken from National camp footage.,2026-05-10 18:12:11
Clio Kestrelin,South Carolina,SEC,Attacking Midfielder,2025-08-21,Attacking Reel,Conference Network,8.4,8.1,B,Archived,Sign Now,Mixed signals,8.5,7.8,8.6,7.8,8.5,8.2,7.4,8.6,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Marlowe Sterlin,USC,Big Ten,Attacking Midfielder,2025-08-21,Set Piece Compilation,YouTube,6.9,7.2,C,Reviewed,Sign Now,Mixed signals,8.7,7.0,7.3,6.7,6.9,6.4,7.3,6.8,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Briar Mosseridge,Florida State,ACC,Winger,2025-08-20,Set Piece Compilation,Hudl,6.4,6.7,C,Archived,Watch Next Season,Not assessed,7.6,6.6,7.1,7.7,6.8,6.0,7.4,5.9,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Saoirse Larkmore,LSU,SEC,Attacking Midfielder,2025-08-20,Attacking Reel,Wyscout,8.4,8.0,B,Archived,Sign Now,Mixed signals,9.7,7.8,8.1,8.3,7.7,8.4,7.3,8.3,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,Tracking minor knee discomfort - monitor in next clip set.,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Thora Tideland,Syracuse,ACC,Attacking Midfielder,2025-08-20,Attacking Reel,YouTube,7.9,7.5,B,In Progress,Watch Next Season,Not assessed,8.6,6.6,8.6,7.7,7.0,7.3,7.6,7.8,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from Conference Cup.,2026-05-10 18:12:11
Faye Featherwyn,Houston,Big 12,Winger,2025-08-19,Defensive Reel,Conference Network,6.2,6.3,D,Reviewed - Pending Discussion,Pass,Strong match,6.9,5.8,6.7,7.2,5.7,6.1,5.6,5.6,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,Tracking minor knee discomfort - monitor in next clip set.,Review #1. Sample taken from Conference Cup.,2026-05-10 18:12:11
Cinder Glasswood,LSU,SEC,Attacking Midfielder,2025-08-19,Highlights,Coach Submitted,6.3,6.0,D,In Progress,Continue Tracking,Strong match,7.4,6.2,7.0,5.2,5.5,5.2,5.8,6.2,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Opal Willowbrook,Iowa State,Big 12,Centre Midfielder,2025-08-16,Full Match,Club Provided,6.9,7.1,C,In Progress,Continue Tracking,Strong match,6.1,6.0,8.0,7.0,7.6,7.3,6.9,6.8,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from NCAA league play.,2026-05-10 18:12:11
Saoirse Stormhaven,USC,Big Ten,Attacking Midfielder,2025-08-15,Highlights,Wyscout,8.2,8.2,B,Archived,Continue Tracking,Weak match,9.4,7.9,8.6,7.0,7.4,7.3,8.0,7.5,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Seraphina Mosseridge,Wisconsin,Big Ten,Attacking Midfielder,2025-08-14,Defensive Reel,Coach Submitted,8.0,7.8,B,Reviewed - Pending Discussion,Pass,Weak match,9.3,7.0,8.5,6.6,7.6,8.2,7.7,8.4,Shows creativity in tight spaces and good final-third decisions.,Excellent ball striking and ability to find half-spaces.,Decision making in counter-press moments needs refining.,,Review #2. Sample taken from NCAA league play.,2026-05-10 18:12:11
Sigrid Stormhaven,Texas Tech,Big 12,Centre Midfielder,2025-08-13,Full Match,Conference Network,6.4,6.1,D,Reviewed - Pending Discussion,Continue Tracking,Not assessed,6.1,5.9,7.2,6.0,6.5,7.0,5.5,6.7,Connects defence to attack with consistent first-time passing.,"High work rate, two-way midfielder with good positional sense.",Can be passive when team is out of possession in transition.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
Thalia Dunhollow,Northwestern,Big Ten,Center Back,2025-08-13,Skills Showcase,YouTube,5.6,5.9,D,Archived,Continue Tracking,Mixed signals,5.1,6.8,6.2,5.7,5.4,6.3,6.2,7.3,"Reads the game well, steps into midfield to break lines.","Aerially dominant, comfortable on the ball, strong communicator.",Occasionally over-commits in 1v1 situations.,,Review #1. Sample taken from National camp footage.,2026-05-10 18:12:11
Zephyrine Ravenhollow,Ohio State,Big Ten,Winger,2025-08-13,Skills Showcase,Wyscout,5.8,6.0,D,Reviewed,Pass,Not assessed,7.3,5.1,6.0,7.2,5.7,5.8,5.4,5.4,Direct 1v1 player who attacks the touchline and cuts inside.,"Pace, ball-carrying ability and willingness to track back.",End product (final ball) inconsistent across the sample reviewed.,,Review #1. Sample taken from Pre-season friendlies.,2026-05-10 18:12:11
